,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
2577,Tobias Strobl\17780d2b,de GER,MFDF,Augsburg,de Bundesliga,31,1990,3.6,4,1.11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
2578,Kevin Strootman\ef2e5e1a,nl NED,MF,Cagliari,it Serie A,31,1990,7.1,5,0.7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2579,Pascal Struijk\f4d296e4,nl NED,DF,Leeds United,eng Premier League,21,1999,22.8,19,0.83,13,0,0,2,1,3,2,0.09,0,0,0,1,0,1,Matches
2580,Jens Stryger Larsen\f91e81c9,dk DEN,DF,Udinese,it Serie A,30,1991,7.6,16,2.11,11,3,1,1,0,0,1,0.13,1,0,0,0,0,0,Matches
2581,Leo Štulac\92948398,si SVN,MF,Empoli,it Serie A,26,1994,9.3,19,2.05,14,5,0,0,0,0,4,0.43,4,0,0,0,0,0,Matches
2582,Stefano Sturaro\2334478a,it ITA,MF,Genoa,it Serie A,28,1993,19.6,21,1.07,13,0,0,1,4,3,0,0,0,0,0,0,0,0,Matches
2583,Damián Suárez\ba5004e1,uy URU,DF,Getafe,es La Liga,33,1988,30.1,70,2.32,48,15,0,1,2,4,7,0.23,3,1,0,0,2,1,Matches
2584,Denis Suárez\12c50af5,es ESP,MF,Celta Vigo,es La Liga,27,1994,31.3,89,2.84,56,21,4,4,2,2,12,0.38,8,2,0,1,0,1,Matches
2585,Luis Suárez\a6154613,uy URU,FW,Atlético Madrid,es La Liga,34,1987,20.4,36,1.77,27,0,0,4,3,2,6,0.29,4,0,0,1,1,0,Matches
2586,Mario Suárez\7106f0a0,es ESP,DF,Rayo Vallecano,es La Liga,34,1987,7.9,6,0.76,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Matches
2587,Isaac Success\f573a8bf,ng NGA,FW,Udinese,it Serie A,25,1996,10.1,40,3.95,28,0,5,2,4,1,8,0.79,8,0,0,0,0,0,Matches
2588,Niklas Süle\e33c06cf,de GER,DF,Bayern Munich,de Bundesliga,25,1995,20.4,25,1.22,19,1,2,3,0,0,5,0.24,4,0,0,1,0,0,Matches
2589,Kamaldeen Sulemana\a62f8bf1,gh GHA,MFFW,Rennes,fr Ligue 1,19,2002,11.3,44,3.9,32,2,6,1,1,2,4,0.35,3,0,1,0,0,0,Matches
2590,Crysencio Summerville\df04eb4b,nl NED,MFFW,Leeds United,eng Premier League,19,2001,1.4,2,1.38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2591,Vladyslav Supriaha\73affbb6,ua UKR,FW,Sampdoria,it Serie A,21,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2592,Suso\4e219ad2,es ESP,FW,Sevilla,es La Liga,27,1993,4.3,10,2.34,8,0,1,1,0,0,3,0.7,2,0,0,1,0,0,Matches
2593,Bosko Sutalo\1d0bb7e4,hr CRO,DF,Hellas Verona,it Serie A,21,2000,10.2,7,0.68,5,0,0,0,1,1,1,0.1,1,0,0,0,0,0,Matches
2594,Mattias Svanberg\92d83c27,se SWE,MF,Bologna,it Serie A,22,1999,28.5,60,2.11,44,10,3,1,2,0,6,0.21,5,1,0,0,0,0,Matches
2595,Michael Svoboda\8abd174d,at AUT,DF,Venezia,it Serie A,22,1998,13.7,4,0.29,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
2596,Abdoulaye Sylla\2aeb43f1,gn GUI,DF,Nantes,fr Ligue 1,21,2000,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2597,Mamadou Sylla\e5ec95f8,sn SEN,FW,Alavés,es La Liga,27,1994,4.4,3,0.69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2598,Mamadou Sylla\e5ec95f8,sn SEN,FWMF,Rayo Vallecano,es La Liga,27,1994,2.8,5,1.78,4,0,0,0,1,0,0,0,0,0,0,0,0,0,Matches
2599,Ádám Szalai\53e07d0b,hu HUN,FW,Mainz 05,de Bundesliga,33,1987,2.9,6,2.08,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2600,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,31,1990,33,6,0.18,5,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2601,Dominik Szoboszlai\934e1968,hu HUN,MFFW,RB Leipzig,de Bundesliga,20,2000,17.1,74,4.32,44,22,3,1,2,2,13,0.76,7,5,1,0,0,0,Matches
2602,Jakob Sørensen\953c30b0,dk DEN,MFDF,Norwich City,eng Premier League,23,1998,6.7,2,0.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
2603,Alexander Sørloth\e92cd3f7,no NOR,FW,Real Sociedad,es La Liga,25,1995,19.6,41,2.09,31,0,5,3,2,0,4,0.2,1,0,2,0,1,0,Matches
2604,Tachi\8b625720,es ESP,DF,Alavés,es La Liga,23,1997,2.7,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2605,Jonathan Tah\bd142efb,de GER,DF,Leverkusen,de Bundesliga,25,1996,32,20,0.63,17,0,0,2,0,1,2,0.06,1,0,0,1,0,0,Matches
2606,Waniss Taibi\95192fe4,fr FRA,MFDF,Angers,fr Ligue 1,19,2002,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2607,Flavien Tait\a0f9b535,fr FRA,MF,Rennes,fr Ligue 1,28,1993,23.6,84,3.56,60,0,4,9,6,5,10,0.42,7,0,1,0,1,1,Matches
2608,Adrien Tameze\8da74c05,cm CMR,MFDF,Hellas Verona,it Serie A,27,1994,28.6,56,1.96,46,1,3,2,1,3,6,0.21,4,1,1,0,0,0,Matches
2609,Japhet Tanganga\e9971f2d,eng ENG,DF,Tottenham,eng Premier League,22,1999,8.2,3,0.37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2610,Renato Tapia\34269bdf,pe PER,MF,Celta Vigo,es La Liga,26,1995,15.7,16,1.02,11,2,0,0,1,2,0,0,0,0,0,0,0,0,Matches
2611,Edmond Tapsoba\a73c8f95,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,20.2,8,0.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2612,Florian Tardieu\ed39121c,fr FRA,MF,Troyes,fr Ligue 1,29,1992,29.2,84,2.87,48,30,0,1,2,3,2,0.07,1,1,0,0,0,0,Matches
2613,Matt Targett\e514ab62,eng ENG,DF,Aston Villa,eng Premier League,25,1995,15.9,27,1.7,22,5,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2614,Matt Targett\e514ab62,eng ENG,DF,Newcastle Utd,eng Premier League,25,1995,16,34,2.12,15,14,0,1,4,0,1,0.06,0,1,0,0,0,0,Matches
2615,Oussama Targhalline\abd56820,ma MAR,FW,Marseille,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2616,James Tarkowski\15ea812b,eng ENG,DF,Burnley,eng Premier League,28,1992,34.5,23,0.67,20,0,0,2,0,1,2,0.06,2,0,0,0,0,0,Matches
2617,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Milan,it Serie A,35,1986,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2618,Niklas Tauer\27270af4,de GER,DFMF,Mainz 05,de Bundesliga,20,2001,5.4,4,0.74,3,0,0,0,0,1,1,0.18,1,0,0,0,0,0,Matches
2619,Nuno Tavares\a65c844b,pt POR,DF,Arsenal,eng Premier League,21,2000,13.1,26,1.99,18,0,3,1,2,2,3,0.23,2,0,0,1,0,0,Matches
2620,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,eng Premier League,27,1993,30.3,41,1.35,32,2,1,0,6,0,6,0.2,4,1,0,0,1,0,Matches
2621,Loum Tchaouna\a3c8b4d3,fr FRA,FWMF,Rennes,fr Ligue 1,17,2003,1,3,3.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2622,Warren Tchimbembé\93b8f9f4,cg CGO,MF,Metz,fr Ligue 1,23,1998,2.3,4,1.76,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2623,Aurélien Tchouaméni\4f255115,fr FRA,MF,Monaco,fr Ligue 1,21,2000,32.5,70,2.15,47,1,7,6,4,5,11,0.34,11,0,0,0,0,0,Matches
2624,Mathys Tel\829aa60c,fr FRA,FWMF,Rennes,fr Ligue 1,16,2005,0.6,2,3.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2625,Jordan Tell\4f093689,fr FRA,FW,Clermont Foot,fr Ligue 1,24,1997,3.2,6,1.86,5,0,0,0,0,1,1,0.31,1,0,0,0,0,0,Matches
2626,Nathan Tella\f1e94cd6,eng ENG,MFFW,Southampton,eng Premier League,22,1999,8.9,18,2.01,12,0,2,0,4,0,3,0.34,2,0,0,0,1,0,Matches
2627,Alex Telles\e73c9bb2,br BRA,DF,Manchester Utd,eng Premier League,28,1992,18.4,45,2.44,24,18,0,1,1,1,5,0.27,0,4,0,0,1,0,Matches
2628,Cristian Tello\72a99e38,es ESP,FWMF,Betis,es La Liga,29,1991,9.1,33,3.63,24,0,4,4,0,1,2,0.22,2,0,0,0,0,0,Matches
2629,Nahuel Tenaglia\66654daa,ar ARG,DF,Alavés,es La Liga,25,1996,11.9,11,0.92,8,1,0,1,0,1,0,0,0,0,0,0,0,0,Matches
2630,Marc Tenas\1c5d79e2,es ESP,FWMF,Alavés,es La Liga,20,2001,0.6,2,3.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2631,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,29,1992,35,6,0.17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2632,Filippo Terracciano\5cbb5ad6,it ITA,DF,Hellas Verona,it Serie A,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2633,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,31,1990,31.8,3,0.09,2,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
2634,Martin Terrier\5148dcc5,fr FRA,FWMF,Rennes,fr Ligue 1,24,1997,30.9,99,3.21,72,0,6,8,6,7,17,0.55,13,0,1,1,2,0,Matches
2635,Aleksa Terzić\3ef0a2d7,rs SRB,DF,Fiorentina,it Serie A,21,1999,3,5,1.64,5,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
2636,Robert Tesche\037130ca,de GER,MF,Bochum,de Bundesliga,34,1987,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2637,Tanner Tessmann\ac277993,us USA,MF,Venezia,it Serie A,19,2001,7.6,8,1.06,6,0,2,0,0,0,1,0.13,1,0,0,0,0,0,Matches
2638,Tetê\7120a04d,br BRA,FWMF,Lyon,fr Ligue 1,21,2000,6.5,25,3.86,18,2,1,2,2,0,7,1.08,5,1,1,0,0,0,Matches
2639,Cedric Teuchert\f956479d,de GER,MFFW,Union Berlin,de Bundesliga,24,1997,1.2,3,2.57,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2640,Arthur Theate\df8d6029,be BEL,DF,Bologna,it Serie A,21,2000,26.9,19,0.71,18,0,1,0,0,0,2,0.07,2,0,0,0,0,0,Matches
2641,Jan Thielmann\fd53759d,de GER,MFFW,Köln,de Bundesliga,19,2002,13.2,42,3.17,37,1,3,0,1,0,7,0.53,6,0,1,0,0,0,Matches
2642,Sada Thioub\f4bc42b1,sn SEN,MF,Angers,fr Ligue 1,26,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2643,Sada Thioub\f4bc42b1,sn SEN,DF,Saint-Étienne,fr Ligue 1,26,1995,10.6,18,1.71,14,0,2,1,0,1,2,0.19,2,0,0,0,0,0,Matches
2644,Luke Thomas\fc027d02,eng ENG,DF,Leicester City,eng Premier League,20,2001,21.2,20,0.94,14,4,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
2645,Romain Thomas\275e2c51,fr FRA,DF,Angers,fr Ligue 1,33,1988,28.5,13,0.46,13,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2646,Adrien Thomasson\c76b7567,fr FRA,MF,Strasbourg,fr Ligue 1,27,1993,26.5,84,3.16,62,4,8,5,3,2,10,0.38,7,0,1,2,0,0,Matches
2647,Erik Thommy\df8e7b62,de GER,DFFW,Stuttgart,de Bundesliga,26,1994,3,13,4.27,8,3,1,1,0,0,1,0.33,0,0,0,1,0,0,Matches
2648,Dominic Thompson\235a62f8,eng ENG,DF,Brentford,eng Premier League,21,2000,1.6,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2649,Morten Thorsby\d1b49282,no NOR,MF,Sampdoria,it Serie A,25,1996,32.7,39,1.19,36,0,0,1,2,0,2,0.06,2,0,0,0,0,0,Matches
2650,Thuler\db23d9fc,br BRA,DF,Montpellier,fr Ligue 1,22,1999,9.5,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2651,Marcus Thuram\6f8cd6d0,fr FRA,FWMF,M'Gladbach,de Bundesliga,23,1997,10.9,33,3.03,19,0,7,1,5,1,3,0.28,1,0,0,1,1,0,Matches
2652,Khéphren Thuram-Ulie\7d9397f8,fr FRA,MF,Nice,fr Ligue 1,20,2001,21.1,52,2.46,39,0,5,4,2,2,9,0.43,5,0,1,2,1,0,Matches
2653,Alexis Tibidi\ca6f4846,fr FRA,FWMF,Stuttgart,de Bundesliga,17,2003,4.3,12,2.81,8,0,1,2,1,0,1,0.23,0,0,0,1,0,0,Matches
2654,Cheikh Tidiane Sabaly\9ddf7fae,sn SEN,FWMF,Metz,fr Ligue 1,22,1999,1.7,6,3.6,6,0,0,0,0,0,1,0.6,1,0,0,0,0,0,Matches
2655,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,eng Premier League,24,1997,29.2,84,2.87,65,4,4,4,2,5,12,0.41,10,0,0,1,0,1,Matches
2656,Kieran Tierney\fce2302c,sct SCO,DF,Arsenal,eng Premier League,24,1997,21.3,38,1.79,33,2,1,1,1,0,3,0.14,3,0,0,0,0,0,Matches
2657,Steffen Tigges\6b8887c2,de GER,FWMF,Dortmund,de Bundesliga,23,1998,1.2,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2658,Malik Tillman\a5420709,us USA,FWMF,Bayern Munich,de Bundesliga,19,2002,1.2,3,2.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2659,Timothy Tillman\a5bea1fb,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,22.3,45,2.02,28,8,3,2,1,3,3,0.13,2,0,0,0,0,1,Matches
2660,David Timor\174651c8,es ESP,MF,Getafe,es La Liga,31,1989,3.8,3,0.79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2661,Jean-Clair Todibo\88f130ed,fr FRA,DF,Nice,fr Ligue 1,21,1999,34.6,30,0.87,25,1,0,4,0,0,4,0.12,2,0,0,2,0,0,Matches
2662,Umut Tohumcu\e547d3cf,de GER,MF,Hoffenheim,de Bundesliga,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2663,Karl Toko Ekambi\5ceba7fc,cm CMR,FW,Lyon,fr Ligue 1,28,1992,25.5,74,2.9,57,0,13,4,0,0,12,0.47,9,0,1,2,0,0,Matches
2664,Corentin Tolisso\652d4c37,fr FRA,MF,Bayern Munich,de Bundesliga,26,1994,7.8,26,3.33,25,1,0,0,0,0,4,0.51,4,0,0,0,0,0,Matches
2665,Jeremy Toljan\a96e5dc0,de GER,DF,Sassuolo,it Serie A,26,1994,15.5,30,1.93,28,1,0,0,0,1,5,0.32,4,1,0,0,0,0,Matches
2666,Rafael Tolói\c56dc39e,it ITA,DF,Atalanta,it Serie A,30,1990,16,22,1.38,20,0,0,2,0,0,3,0.19,3,0,0,0,0,0,Matches
2667,Raúl de Tomás\02ef8778,es ESP,FW,Espanyol,es La Liga,26,1994,32.4,65,2.01,47,0,6,5,6,1,8,0.25,4,0,1,2,1,0,Matches
2668,Tiago Tomás\b492126a,pt POR,FW,Stuttgart,de Bundesliga,19,2002,11.9,22,1.84,13,0,3,2,4,0,2,0.17,0,0,0,1,1,0,Matches
2669,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Arsenal,eng Premier League,22,1998,18.7,30,1.61,25,1,0,0,0,4,4,0.21,3,0,0,0,0,1,Matches
2670,Takehiro Tomiyasu\b3af9be1,jp JPN,DF,Bologna,it Serie A,22,1998,0.1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2671,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,6.1,3,0.49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2672,Fikayo Tomori\7edfbb8a,eng ENG,DF,Milan,it Serie A,23,1997,30.2,16,0.53,16,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
2673,Sandro Tonali\0db169ae,it ITA,MF,Milan,it Serie A,21,2000,28.9,74,2.56,41,21,3,4,1,4,5,0.17,3,1,0,0,0,1,Matches
2674,Lorenzo Tonelli\8cc29864,it ITA,DF,Empoli,it Serie A,31,1990,9.7,9,0.93,7,0,0,1,1,0,0,0,0,0,0,0,0,0,Matches
2675,Ivan Toney\e09f279b,eng ENG,FW,Brentford,eng Premier League,25,1996,32.3,80,2.48,53,1,4,9,11,2,10,0.31,6,0,1,0,3,0,Matches
2676,Ernesto Torregrossa\bf39bdec,it ITA,FW,Sampdoria,it Serie A,29,1992,1.3,6,4.66,4,0,0,0,2,0,0,0,0,0,0,0,0,0,Matches
2677,Lucas Torreira\52611641,uy URU,MF,Fiorentina,it Serie A,25,1996,24.4,60,2.46,46,1,2,3,4,4,5,0.21,2,0,1,1,1,0,Matches
2678,Raúl Torrente\4d753a3f,es ESP,DF,Granada,es La Liga,20,2001,14.2,8,0.56,5,0,0,0,1,2,1,0.07,0,0,0,0,1,0,Matches
2679,Ferrán Torres\9e1035f8,es ESP,FW,Manchester City,eng Premier League,21,2000,3.4,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,Matches
2680,Ferrán Torres\9e1035f8,es ESP,FW,Barcelona,es La Liga,21,2000,15.7,33,2.1,23,0,2,4,4,0,5,0.32,3,0,0,2,0,0,Matches
2681,Óliver Torres\58a9a4d9,es ESP,MFFW,Sevilla,es La Liga,26,1994,11.2,22,1.96,20,1,0,0,0,1,5,0.45,5,0,0,0,0,0,Matches
2682,Pau Torres\532e1e4f,es ESP,DF,Villarreal,es La Liga,24,1997,31.7,24,0.76,20,2,0,1,1,0,3,0.09,3,0,0,0,0,0,Matches
2683,Roberto Torres\d733aa38,es ESP,MFFW,Osasuna,es La Liga,32,1989,9,32,3.56,20,10,0,2,0,0,3,0.33,2,1,0,0,0,0,Matches
2684,Lucas Torró\0e4fef6e,es ESP,MF,Osasuna,es La Liga,27,1994,30.3,30,0.99,24,0,1,1,3,1,0,0,0,0,0,0,0,0,Matches
2685,Jordan Torunarigha\f86cabbd,de GER,DF,Hertha BSC,de Bundesliga,23,1997,5.4,3,0.56,2,0,1,0,0,0,1,0.19,1,0,0,0,0,0,Matches
2686,Cenk Tosun\9a104dee,tr TUR,FW,Everton,eng Premier League,30,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2687,Abdoulaye Touré\ef7cd87a,fr FRA,MF,Genoa,it Serie A,27,1994,4.8,5,1.05,3,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
2688,Almamy Touré\c8c60119,ml MLI,DF,Eint Frankfurt,de Bundesliga,25,1996,5.6,2,0.36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2689,Lucas Tousart\71ec39ef,fr FRA,MF,Hertha BSC,de Bundesliga,24,1997,21.8,32,1.47,25,0,2,1,1,3,0,0,0,0,0,0,0,0,Matches
2690,Yoann Touzghar\4e47507a,tn TUN,FW,Troyes,fr Ligue 1,34,1986,16.2,28,1.73,20,0,0,4,3,1,2,0.12,1,0,0,1,0,0,Matches
2691,Andros Townsend\b28bbd58,eng ENG,MF,Everton,eng Premier League,30,1991,16.2,54,3.34,38,8,1,2,4,1,4,0.25,4,0,0,0,0,0,Matches
2692,Adama Traoré\9a28eba4,es ESP,FW,Wolves,eng Premier League,25,1996,11.9,50,4.22,30,0,12,0,6,2,2,0.17,1,0,0,0,1,0,Matches
2693,Adama Traoré\9a28eba4,es ESP,FWDF,Barcelona,es La Liga,25,1996,4.2,18,4.24,13,0,4,0,0,1,3,0.71,3,0,0,0,0,0,Matches
2694,Amadou Traore\4eb0686f,fr FRA,FW,Bordeaux,fr Ligue 1,19,2002,0.2,1,4.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2695,Bertrand Traoré\c47541e0,bf BFA,MFFW,Aston Villa,eng Premier League,25,1995,2.4,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0,Matches
2696,Boubacar Traoré\999ceb5f,ml MLI,MF,Metz,fr Ligue 1,19,2001,19.2,36,1.88,27,0,4,0,1,4,2,0.1,1,0,1,0,0,0,Matches
2697,Charles Traore\de488e56,ml MLI,DF,Nantes,fr Ligue 1,29,1992,8,9,1.13,7,1,0,0,1,0,0,0,0,0,0,0,0,0,Matches
2698,Hamari Traoré\a4b1028a,ml MLI,DF,Rennes,fr Ligue 1,29,1992,32.1,61,1.9,52,2,1,3,2,1,15,0.47,12,0,0,2,1,0,Matches
2699,Ismaël Traoré\b666421b,ci CIV,DF,Angers,fr Ligue 1,34,1986,35.7,19,0.53,14,0,0,5,0,0,1,0.03,1,0,0,0,0,0,Matches
2700,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32,3,0.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2701,Miguel Trauco\e4b72e34,pe PER,DF,Saint-Étienne,fr Ligue 1,28,1992,12.4,17,1.38,8,7,0,1,0,1,0,0,0,0,0,0,0,0,Matches
2702,Óscar Trejo\fc647b34,ar ARG,MF,Rayo Vallecano,es La Liga,33,1988,22.3,105,4.71,54,30,3,4,9,5,11,0.49,9,1,0,0,0,1,Matches
2703,Trézéguet\3ae14ed1,eg EGY,FW,Aston Villa,eng Premier League,26,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2704,Manu Trigueros\963829d0,es ESP,MFFW,Villarreal,es La Liga,29,1991,24.2,60,2.48,49,3,1,3,3,1,12,0.5,9,1,0,0,2,0,Matches
2705,Simone Trimboli\f5f21026,it ITA,MF,Sampdoria,it Serie A,19,2002,0.7,2,2.77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2706,Christopher Trimmel\056d2d95,at AUT,DF,Union Berlin,de Bundesliga,34,1987,22.1,53,2.4,32,19,0,1,0,1,1,0.05,1,0,0,0,0,0,Matches
2707,Francisco Trincão\77e39b04,pt POR,FWMF,Wolves,eng Premier League,21,1999,14.8,39,2.63,24,3,9,0,2,1,2,0.13,2,0,0,0,0,0,Matches
2708,Kieran Trippier\21512407,eng ENG,DF,Newcastle Utd,eng Premier League,30,1990,4.8,9,1.89,1,8,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
2709,Kieran Trippier\21512407,eng ENG,DF,Atlético Madrid,es La Liga,30,1990,10.8,14,1.29,9,4,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2710,William Troost-Ekong\7ed4921e,ng NGA,DF,Watford,eng Premier League,27,1993,15.4,4,0.26,3,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
2711,Leandro Trossard\38ceb24a,be BEL,FWMF,Brighton,eng Premier League,26,1994,31.2,91,2.92,65,4,15,4,3,0,10,0.32,6,1,2,0,1,0,Matches
2712,Adrien Truffert\5d0e0a1f,fr FRA,DF,Rennes,fr Ligue 1,19,2001,18.2,39,2.14,29,0,2,3,4,1,7,0.38,5,0,0,1,1,0,Matches
2713,Philipp Tschauner\73e2f6eb,de GER,GK,RB Leipzig,de Bundesliga,35,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2714,Kostas Tsimikas\f315ca93,gr GRE,DF,Liverpool,eng Premier League,25,1996,9.7,37,3.8,24,13,0,0,0,0,3,0.31,2,1,0,0,0,0,Matches
2715,Axel Tuanzebe\2baec6ce,eng ENG,DF,Aston Villa,eng Premier League,23,1997,5.6,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2716,Axel Tuanzebe\2baec6ce,eng ENG,DF,Napoli,it Serie A,23,1997,0.1,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2717,Ozan Tufan\17d45fb2,tr TUR,MF,Watford,eng Premier League,26,1995,3.7,7,1.89,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2718,Beñat Turrientes\068f4dec,es ESP,MF,Real Sociedad,es La Liga,19,2002,2.3,6,2.61,3,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
2719,Tuta\35d64857,br BRA,DF,Eint Frankfurt,de Bundesliga,22,1999,24.3,16,0.66,13,1,0,0,1,1,0,0,0,0,0,0,0,0,Matches
2720,Christos Tzolis\9f333379,gr GRE,FWMF,Norwich City,eng Premier League,19,2002,3.7,11,2.95,11,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2721,Iyenoma Udogie\7cd520e8,it ITA,DF,Udinese,it Serie A,18,2002,27.5,59,2.14,46,2,3,4,2,2,7,0.25,5,0,0,1,1,0,Matches
2722,Matthieu Udol\cc41f558,fr FRA,DF,Metz,fr Ligue 1,25,1996,11.2,13,1.16,9,3,0,0,1,0,1,0.09,0,0,0,0,1,0,Matches
2723,Ike Ugbo\8a53d24b,ca CAN,FW,Troyes,fr Ligue 1,22,1998,9,13,1.44,9,0,0,0,3,1,2,0.22,0,0,0,0,1,1,Matches
2724,Chimuanya Ugochukwu\1df4a109,fr FRA,MF,Rennes,fr Ligue 1,17,2004,4.5,4,0.89,3,0,0,1,0,0,1,0.22,1,0,0,0,0,0,Matches
2725,Hwang Ui-jo\a2d873dd,kr KOR,FW,Bordeaux,fr Ligue 1,28,1992,27.9,29,1.04,17,3,4,3,2,0,2,0.07,2,0,0,0,0,0,Matches
2726,Anthony Ujah\99be8fb5,ng NGA,FWMF,Union Berlin,de Bundesliga,30,1990,0.4,1,2.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
2727,Maximilian Ullmann\caaf2ed1,at AUT,DF,Venezia,it Serie A,25,1996,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2728,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,de Bundesliga,32,1988,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2729,Samuel Umtiti\3eed9821,fr FRA,DF,Barcelona,es La Liga,27,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2730,Enes Ünal\f8eca1b6,tr TUR,FW,Getafe,es La Liga,24,1997,31.1,69,2.22,41,0,5,7,15,1,4,0.13,3,0,0,0,0,1,Matches
2731,Cengiz Ünder\1880614f,tr TUR,FWMF,Marseille,fr Ligue 1,24,1997,24.4,83,3.4,52,13,2,6,7,3,8,0.33,4,0,1,0,2,1,Matches
